station_id,state,avg_wind_speed_ms,avg_capacity_factor,daily_row_count
74606099999,CA,38.6,0.0,1
72612099999,VT,26.0,0.3366023333333333,3
72501099999,NY,19.849999999999998,0.221768,6
72613014755,NH,15.87512289022179,0.5502486355140189,7169
72613099999,NH,15.692450273722633,0.4916198941605839,1096
72071899999,LA,12.521700000000001,0.8004749999999999,3
72786099999,WA,12.3,0.843958,1
99451099999,TX,11.975630434782609,0.639576347826087,23
72634099999,MI,10.0,0.444322,1
72220303041,CO,9.927070991350632,0.46444217714570896,6012
72072299999,LA,9.917733333333333,0.5538563333333334,3
72071799999,MS,9.7629,0.4726146666666667,3
72091299999,AL,9.587171428571427,0.47451785714285716,7
72066899999,TX,9.462774999999999,0.4564755833333333,12
72038500419,CO,8.982150496622957,0.38995018235995205,5034
72071999999,LA,8.937866666666666,0.381442,3
72229599999,LA,8.898263213939986,0.3913574249757987,1033
72066699999,LA,8.865325,0.42365650000000005,12
72558099999,NE,8.75,0.5,2
72765099999,ND,8.733333333333333,0.39036766666666667,3
72239899999,LA,8.702966260543603,0.3789871302717899,1067
72262023055,TX,8.49488841289269,0.35569773561811485,9804
99410099999,NY,8.086196202531651,0.325752501265823,790
72091899999,SD,8.0718,0.301544375,8
72365399999,NM,8.0667,0.253485,1
72208699999,SC,7.95,0.30328150000000004,2
74596513756,NJ,7.949999999999999,0.219579,2
72305099999,NC,7.824999999999999,0.1703476875,16
72505699999,RI,7.822716176470586,0.2956468382352942,68
72073100261,TX,7.718701295641931,0.28885845583038844,849
72365999999,NM,7.7,0.192031,1
72091599999,LA,7.6944322580645155,0.27663196774193544,62
99486099999,GA,7.664902923976612,0.30199046783625716,171
99483099999,GA,7.624523913043481,0.2932646467391304,184
72066499999,LA,7.574783333333333,0.3372915,12
72072500434,TX,7.486563455562462,0.27489883778744506,3218
72564699999,WY,7.455575,0.34356475000000003,8
72066800246,TX,7.300884095728557,0.2618520817933949,3301
72056299999,WA,7.2547168656716385,0.3052553298507464,670
72092199999,TX,7.11739178082192,0.2331535068493151,73
72308299999,LA,7.109415584415584,0.2506044480519481,154
99849799999,IL,7.101049160969547,0.24791543380981995,1609
99733899999,IL,7.076800976027398,0.2415676938356169,5840
99461099999,NC,7.067685097636176,0.23129918807810904,973
72091799999,LA,7.02425581395349,0.2179782093023256,43
69026099999,MI,7.0,0.139326,1
72233099999,LA,7.0,0.18760533333333332,3
74445099999,NE,7.0,0.2270645,2
74000299999,CO,6.965566388888886,0.2937346194444445,360
72073199999,TX,6.9487,0.2597666,5
72091999999,TX,6.906907017543861,0.21523252631578949,57
72220399999,CO,6.723287417218538,0.2838045342163356,453
72208399999,SC,6.71665,0.142596,2
72004899999,LA,6.709936382322715,0.21992044398766697,973
72015999999,LA,6.6758001510573965,0.21453158987915408,2648
99734499999,OH,6.645490512919393,0.2033155308522947,5186
72091500305,LA,6.644995767195769,0.2037241322751322,567
72071900254,LA,6.582000832428527,0.20451376293883425,2763
72505799999,MA,6.5753040094339585,0.18154249056603775,424
72091399999,LA,6.532770588235294,0.22625811764705883,17
72438912991,LA,6.532488374999998,0.20674919875,800
72495023250,CA,6.520255937499998,0.20312979375000012,320
72679824150,MT,6.517312040627886,0.22483323610341632,10830
99477099999,MI,6.502654589371982,0.19458045410628017,207
72564499999,WY,6.469942857142857,0.22965542857142857,7
72074799999,WY,6.458743900909375,0.24272457322044524,3189
72382599999,CA,6.44485,0.191324,2
72534694866,IL,6.418599480789203,0.1633584496365524,963
72092599999,LA,6.400565789473682,0.17954886842105264,38
72509999999,MA,6.388887499999999,0.19350179166666667,24
72268299999,LA,6.380055932203388,0.18583336571056064,1534
72095400456,TX,6.371849376903897,0.17829307892550544,3611
74725599999,AZ,6.369484097859329,0.18672303058103976,327
72071800253,LA,6.3469549324129915,0.19152528817946513,3477
99824299999,MI,6.343114587400174,0.19584614108251988,5635
72103600353,WY,6.335181876606684,0.19310247472150827,2334
72072399999,LA,6.294266666666666,0.11958566666666666,3
72574524057,WY,6.292473996350373,0.20100739507299284,1096
99736699999,TX,6.285376281755186,0.16084792840646667,4330
72267703027,NM,6.280327307046973,0.17914623587807618,7152
72097899999,NE,6.274688272751395,0.1736234555585036,3769
72505599999,MA,6.255588050314466,0.16884274004192876,477
72523099999,NY,6.25,0.2989905,2
